opening_hours,TotalHours
"{""open"": true, ""displayedHours"": ""11:00-21:30"", ""sun"": ""11:00-21:30"", ""mon"": ""11:00-21:30"", ""tue"": ""11:00-21:30"", ""wed"": ""11:00-21:30"", ""thu"": ""11:00-21:30"", ""fri"": ""11:00-21:30"", ""sat"": ""11:00-21:30""}",84.0
"{""open"": true, ""displayedHours"": ""10:00-23:00"", ""sun"": ""10:00-23:00"", ""mon"": ""10:00-23:00"", ""tue"": ""10:00-23:00"", ""wed"": ""10:00-23:00"", ""thu"": ""10:00-23:00"", ""fri"": ""10:00-23:00"", ""sat"": ""10:00-23:00""}",104.0
"{""open"": true, ""displayedHours"": ""11:30-21:30"", ""sun"": ""11:30-21:30"", ""mon"": ""11:30-21:30"", ""tue"": ""11:30-21:30"", ""wed"": ""11:30-21:30"", ""thu"": ""11:30-21:30"", ""fri"": ""11:30-21:30"", ""sat"": ""11:30-21:30""}",80.0
"{""displayedHours"": ""Closed"", ""sun"": ""Closed"", ""mon"": ""10:00-16:00"", ""tue"": ""10:00-16:00"", ""wed"": ""10:00-16:00"", ""thu"": ""10:00-16:00"", ""fri"": ""10:00-16:00 17:00-22:00"", ""sat"": ""17:00-22:00""}",40.0
"{""open"": true, ""displayedHours"": ""08:00-23:59"", ""sun"": ""08:00-23:59"", ""mon"": ""08:00-23:59"", ""tue"": ""08:00-23:59"", ""wed"": ""08:00-23:59"", ""thu"": ""08:00-23:59"", ""fri"": ""08:00-23:59"", ""sat"": ""08:00-23:59""}",127.86666666666666
"{""displayedHours"": ""Closed"", ""sun"": ""11:00-21:00"", ""mon"": ""11:00-20:30"", ""tue"": ""11:00-20:30"", ""wed"": ""11:00-20:30"", ""thu"": ""11:00-20:30"", ""fri"": ""11:00-20:30"", ""sat"": ""11:00-20:30""}",67.0
"{""displayedHours"": ""Closed"", ""sun"": ""10:30-19:29"", ""mon"": ""11:00-19:57"", ""tue"": ""10:30-20:00"", ""wed"": ""10:30-19:40"", ""thu"": ""10:30-20:00"", ""fri"": ""10:30-19:46"", ""sat"": ""10:30-20:00""}",64.86666666666666
"{""open"": true, ""displayedHours"": ""11:00-21:00"", ""sun"": ""11:00-21:00"", ""mon"": ""11:00-21:00"", ""tue"": ""11:00-21:00"", ""wed"": ""11:00-21:00"", ""thu"": ""11:00-21:00"", ""fri"": ""11:00-21:00"", ""sat"": ""11:00-21:00""}",80.0
"{""displayedHours"": ""Closed"", ""sun"": ""Closed"", ""mon"": ""11:00-18:00"", ""tue"": ""11:00-18:00"", ""wed"": ""11:00-18:00"", ""thu"": ""11:00-18:00"", ""fri"": ""11:00-18:00"", ""sat"": ""11:00-18:00""}",42.0
"{""displayedHours"": ""Closed"", ""sun"": ""06:00-14:00"", ""mon"": ""06:00-14:00"", ""tue"": ""06:00-14:00"", ""wed"": ""06:00-14:00"", ""thu"": ""Closed"", ""fri"": ""06:00-14:00"", ""sat"": ""06:00-14:00""}",48.0
"{""displayedHours"": ""Closed"", ""sun"": ""08:00-20:45"", ""mon"": ""07:30-20:45"", ""tue"": ""07:30-20:45"", ""wed"": ""07:30-20:45"", ""thu"": ""07:30-20:45"", ""fri"": ""07:30-20:45"", ""sat"": ""08:00-20:45"", ""tempClosed"": true}",91.75
"{""displayedHours"": ""Closed"", ""sun"": ""Closed"", ""mon"": ""09:00-09:01"", ""tue"": ""Closed"", ""wed"": ""Closed"", ""thu"": ""Closed"", ""fri"": ""Closed"", ""sat"": ""Closed"", ""tempClosed"": true}",0.016666666666666666
"{""displayedHours"": ""Closed"", ""sun"": ""07:00-20:30"", ""mon"": ""07:00-20:30"", ""tue"": ""07:00-20:30"", ""wed"": ""07:00-20:30"", ""thu"": ""07:00-20:30"", ""fri"": ""07:00-20:30"", ""sat"": ""07:00-20:30"", ""tempClosed"": true}",94.5
"{""displayedHours"": ""Closed"", ""sun"": ""10:00-20:00"", ""mon"": ""10:00-20:00"", ""tue"": ""10:00-20:00"", ""wed"": ""10:00-20:00"", ""thu"": ""10:00-20:00"", ""fri"": ""10:00-20:00"", ""sat"": ""10:00-20:00""}",70.0
"{""open"": true, ""displayedHours"": ""08:30-10:45 11:15-22:00"", ""sun"": ""08:30-10:45 11:15-22:00"", ""mon"": ""11:00-22:00"", ""tue"": ""11:00-22:00"", ""wed"": ""11:00-22:00"", ""thu"": ""11:00-22:00"", ""fri"": ""11:00-22:00"", ""sat"": ""08:30-10:45 11:15-22:00""}",94.0
"{""displayedHours"": ""Closed"", ""sun"": ""11:00-22:00"", ""mon"": ""11:00-22:00"", ""tue"": ""11:00-22:00"", ""wed"": ""11:00-22:00"", ""thu"": ""11:00-22:00"", ""fri"": ""11:00-22:00"", ""sat"": ""11:00-22:00"", ""tempClosed"": true}",77.0
"{""displayedHours"": ""Closed"", ""sun"": ""00:00-23:59"", ""mon"": ""00:00-23:59"", ""tue"": ""00:00-23:59"", ""wed"": ""00:00-23:59"", ""thu"": ""00:00-23:59"", ""fri"": ""00:00-23:59"", ""sat"": ""00:00-23:59"", ""tempClosed"": true}",167.88333333333333
"{""displayedHours"": ""Closed"", ""sun"": ""10:00-19:30"", ""mon"": ""10:00-19:30"", ""tue"": ""10:00-19:30"", ""wed"": ""10:00-19:30"", ""thu"": ""10:00-19:30"", ""fri"": ""10:00-19:30"", ""sat"": ""10:00-19:30""}",66.5
"{""displayedHours"": ""Closed"", ""sun"": ""10:00-22:00"", ""mon"": ""10:00-22:00"", ""tue"": ""10:00-22:00"", ""wed"": ""10:00-22:00"", ""thu"": ""10:00-22:00"", ""fri"": ""10:00-22:00"", ""sat"": ""10:00-22:00"", ""tempClosed"": true}",84.0
"{""displayedHours"": ""Closed"", ""sun"": ""12:30-14:00 17:30-20:30"", ""mon"": ""Closed"", ""tue"": ""12:30-14:00 18:30-20:30"", ""wed"": ""12:30-14:00 18:30-20:30"", ""thu"": ""12:30-14:00 18:30-20:30"", ""fri"": ""12:30-14:00 18:30-20:30"", ""sat"": ""12:30-14:00 17:30-20:30""}",23.0
"{""open"": true, ""displayedHours"": ""11:30-22:15"", ""sun"": ""11:30-22:15"", ""mon"": ""11:30-21:45"", ""tue"": ""11:30-21:45"", ""wed"": ""11:30-21:45"", ""thu"": ""11:30-21:45"", ""fri"": ""11:30-21:45"", ""sat"": ""11:30-22:15""}",83.5
"{""open"": true, ""displayedHours"": ""10:00-23:30"", ""sun"": ""10:00-23:30"", ""mon"": ""10:00-23:30"", ""tue"": ""10:00-23:30"", ""wed"": ""10:00-23:30"", ""thu"": ""10:00-23:30"", ""fri"": ""10:00-23:30"", ""sat"": ""10:00-23:30""}",108.0
"{""displayedHours"": ""Closed"", ""sun"": ""10:00-21:15"", ""mon"": ""10:00-21:15"", ""tue"": ""10:00-21:15"", ""wed"": ""10:00-21:15"", ""thu"": ""10:00-21:15"", ""fri"": ""10:00-21:15"", ""sat"": ""10:00-21:15"", ""tempClosed"": true}",78.75
"{""displayedHours"": ""Closed"", ""sun"": ""Closed"", ""mon"": ""11:00-19:30"", ""tue"": ""11:00-19:30"", ""wed"": ""11:00-19:30"", ""thu"": ""11:00-19:30"", ""fri"": ""11:00-19:30"", ""sat"": ""Closed"", ""tempClosed"": true}",42.5
"{""displayedHours"": ""Closed"", ""sun"": ""09:00-22:00"", ""mon"": ""09:00-20:30"", ""tue"": ""09:00-20:30"", ""wed"": ""09:00-20:30"", ""thu"": ""09:00-20:30"", ""fri"": ""09:00-20:30"", ""sat"": ""10:00-22:00"", ""tempClosed"": true}",82.5
"{""open"": true, ""displayedHours"": ""11:00-22:00"", ""sun"": ""11:00-22:00"", ""mon"": ""11:00-22:00"", ""tue"": ""11:00-22:00"", ""wed"": ""11:00-22:00"", ""thu"": ""11:00-22:00"", ""fri"": ""11:00-22:00"", ""sat"": ""11:00-22:00""}",88.0
"{""displayedHours"": ""Closed"", ""sun"": ""10:00-20:00"", ""mon"": ""10:00-20:00"", ""tue"": ""10:00-20:00"", ""wed"": ""10:00-20:00"", ""thu"": ""10:00-20:00"", ""fri"": ""10:00-20:00"", ""sat"": ""10:00-20:00""}",70.0
"{""displayedHours"": ""Closed"", ""sun"": ""Closed"", ""mon"": ""11:00-19:00"", ""tue"": ""11:00-19:00"", ""wed"": ""11:00-19:00"", ""thu"": ""11:00-19:00"", ""fri"": ""11:00-19:00"", ""sat"": ""Closed""}",40.0
"{""displayedHours"": ""Closed"", ""sun"": ""07:30-22:00"", ""mon"": ""07:30-22:00"", ""tue"": ""07:30-22:00"", ""wed"": ""07:30-22:00"", ""thu"": ""07:30-22:00"", ""fri"": ""07:30-22:00"", ""sat"": ""07:30-22:00"", ""tempClosed"": true}",101.5
"{""displayedHours"": ""Closed"", ""sun"": ""07:00-21:00"", ""mon"": ""07:00-21:00"", ""tue"": ""07:00-21:00"", ""wed"": ""07:00-21:00"", ""thu"": ""07:00-21:00"", ""fri"": ""07:00-21:00"", ""sat"": ""07:00-21:00"", ""tempClosed"": true}",98.0
"{""open"": true, ""displayedHours"": ""00:00-02:00 20:00-23:59"", ""sun"": ""00:00-02:00 20:00-23:59"", ""mon"": ""00:00-02:00 20:00-23:59"", ""tue"": ""00:00-02:00 20:00-23:59"", ""wed"": ""00:00-02:00 20:00-23:59"", ""thu"": ""00:00-02:00 20:00-23:59"", ""fri"": ""00:00-02:00 20:00-23:59"", ""sat"": ""00:00-02:00 20:00-23:59""}",47.86666666666667
"{""open"": true, ""displayedHours"": ""10:00-21:30"", ""sun"": ""10:00-21:30"", ""mon"": ""10:00-21:30"", ""tue"": ""10:00-21:30"", ""wed"": ""10:00-21:30"", ""thu"": ""10:00-21:30"", ""fri"": ""10:00-21:30"", ""sat"": ""10:00-21:30""}",92.0
"{""displayedHours"": ""Closed"", ""sun"": ""11:00-22:00"", ""mon"": ""11:00-22:00"", ""tue"": ""11:00-22:00"", ""wed"": ""11:00-22:00"", ""thu"": ""11:00-22:00"", ""fri"": ""11:00-22:00"", ""sat"": ""11:00-22:00"", ""tempClosed"": true}",77.0
"{""open"": true, ""displayedHours"": ""07:00-22:30"", ""sun"": ""07:00-22:30"", ""mon"": ""07:00-22:30"", ""tue"": ""07:00-22:30"", ""wed"": ""07:00-22:30"", ""thu"": ""07:00-22:30"", ""fri"": ""07:00-22:30"", ""sat"": ""07:00-22:30""}",124.0
"{""displayedHours"": ""Closed"", ""sun"": ""00:00-23:59"", ""mon"": ""00:00-23:59"", ""tue"": ""00:00-23:59"", ""wed"": ""00:00-23:59"", ""thu"": ""00:00-23:59"", ""fri"": ""00:00-23:59"", ""sat"": ""00:00-23:59"", ""tempClosed"": true}",167.88333333333333
"{""displayedHours"": ""Closed"", ""sun"": ""12:00-21:30"", ""mon"": ""12:00-21:30"", ""tue"": ""12:00-21:30"", ""wed"": ""12:00-21:30"", ""thu"": ""12:00-21:30"", ""fri"": ""12:00-21:30"", ""sat"": ""12:00-21:30"", ""tempClosed"": true}",66.5
"{""displayedHours"": ""Closed"", ""sun"": ""07:00-20:30"", ""mon"": ""07:00-20:30"", ""tue"": ""07:00-20:30"", ""wed"": ""07:00-20:30"", ""thu"": ""07:00-20:30"", ""fri"": ""07:00-20:30"", ""sat"": ""07:00-20:30""}",94.5
"{""displayedHours"": ""Closed"", ""sun"": ""09:00-20:45"", ""mon"": ""09:00-20:45"", ""tue"": ""09:00-20:45"", ""wed"": ""09:00-20:45"", ""thu"": ""09:00-20:45"", ""fri"": ""09:00-20:45"", ""sat"": ""09:00-20:45"", ""tempClosed"": true}",82.25
"{""open"": true, ""displayedHours"": ""11:00-21:30"", ""sun"": ""11:00-21:30"", ""mon"": ""11:00-21:30"", ""tue"": ""11:00-21:30"", ""wed"": ""11:00-21:30"", ""thu"": ""11:00-21:30"", ""fri"": ""11:00-21:30"", ""sat"": ""11:00-21:30""}",84.0
"{""open"": true, ""displayedHours"": ""11:00-21:30"", ""sun"": ""11:00-21:30"", ""mon"": ""11:00-21:30"", ""tue"": ""11:00-21:30"", ""wed"": ""11:00-21:30"", ""thu"": ""11:00-21:30"", ""fri"": ""11:00-21:30"", ""sat"": ""11:00-21:30""}",84.0
"{""open"": true, ""displayedHours"": ""10:30-22:15"", ""sun"": ""10:30-22:15"", ""mon"": ""10:30-22:15"", ""tue"": ""10:30-22:15"", ""wed"": ""10:30-22:15"", ""thu"": ""10:30-22:15"", ""fri"": ""10:30-22:15"", ""sat"": ""10:30-22:15""}",94.0
"{""displayedHours"": ""Closed"", ""sun"": ""06:00-12:30 12:30-22:45"", ""mon"": ""06:00-12:30 12:30-22:45"", ""tue"": ""06:00-12:30 12:30-22:45"", ""wed"": ""06:00-12:30 12:30-22:45"", ""thu"": ""06:00-12:30 12:30-22:45"", ""fri"": ""06:00-12:30 12:30-22:45"", ""sat"": ""06:00-12:30 12:30-22:45"", ""tempClosed"": true}",117.25
"{""displayedHours"": ""Closed"", ""sun"": ""Closed"", ""mon"": ""11:00-21:00"", ""tue"": ""11:00-21:00"", ""wed"": ""11:00-21:00"", ""thu"": ""11:00-21:00"", ""fri"": ""11:00-21:00"", ""sat"": ""11:00-21:00"", ""tempClosed"": true}",60.0
"{""open"": true, ""displayedHours"": ""08:00-23:59"", ""sun"": ""08:00-23:59"", ""mon"": ""08:00-23:00"", ""tue"": ""08:00-23:00"", ""wed"": ""08:00-23:00"", ""thu"": ""08:00-23:00"", ""fri"": ""08:00-23:00"", ""sat"": ""08:00-23:59""}",122.95
"{""displayedHours"": ""Closed"", ""sun"": ""11:00-20:30"", ""mon"": ""11:00-20:30"", ""tue"": ""Closed"", ""wed"": ""11:00-20:30"", ""thu"": ""11:00-20:30"", ""fri"": ""11:00-20:30"", ""sat"": ""11:00-20:30""}",57.0
"{""displayedHours"": ""Closed"", ""sun"": ""11:30-21:00"", ""mon"": ""11:30-21:00"", ""tue"": ""11:30-21:00"", ""wed"": ""11:30-21:00"", ""thu"": ""11:30-21:00"", ""fri"": ""11:30-21:00"", ""sat"": ""11:30-21:00""}",66.5
"{""displayedHours"": ""Closed"", ""sun"": ""09:00-20:00"", ""mon"": ""09:00-20:00"", ""tue"": ""09:00-20:00"", ""wed"": ""10:30-20:00"", ""thu"": ""10:30-20:00"", ""fri"": ""10:30-20:00"", ""sat"": ""09:00-20:00""}",72.5
"{""open"": true, ""displayedHours"": ""10:00-21:45"", ""sun"": ""10:00-21:30"", ""mon"": ""10:00-21:30"", ""tue"": ""10:00-21:30"", ""wed"": ""10:00-21:45"", ""thu"": ""10:00-21:30"", ""fri"": ""10:00-21:45"", ""sat"": ""10:00-21:45""}",93.0
"{""open"": true, ""displayedHours"": ""12:00-22:00"", ""sun"": ""12:00-22:00"", ""mon"": ""Closed"", ""tue"": ""12:00-22:00"", ""wed"": ""12:00-22:00"", ""thu"": ""12:00-22:00"", ""fri"": ""12:00-22:00"", ""sat"": ""12:00-22:00""}",70.0
"{""open"": true, ""displayedHours"": ""13:00-20:45"", ""sun"": ""13:00-20:45"", ""mon"": ""13:00-20:45"", ""tue"": ""13:00-20:45"", ""wed"": ""13:00-20:45"", ""thu"": ""13:00-20:45"", ""fri"": ""13:00-20:45"", ""sat"": ""13:00-20:45""}",62.0
"{""displayedHours"": ""Closed"", ""sun"": ""10:45-21:00"", ""mon"": ""10:45-21:00"", ""tue"": ""10:45-21:00"", ""wed"": ""10:45-21:00"", ""thu"": ""10:45-21:00"", ""fri"": ""10:45-21:00"", ""sat"": ""10:45-21:00"", ""tempClosed"": true}",71.75
"{""displayedHours"": ""Closed"", ""sun"": ""11:00-20:30"", ""mon"": ""11:00-20:30"", ""tue"": ""11:00-20:30"", ""wed"": ""11:00-20:30"", ""thu"": ""11:00-20:30"", ""fri"": ""11:00-20:30"", ""sat"": ""11:00-20:30""}",66.5
"{""open"": true, ""displayedHours"": ""11:00-21:30"", ""sun"": ""11:00-20:30"", ""mon"": ""13:00-20:30"", ""tue"": ""13:00-20:30"", ""wed"": ""13:00-20:30"", ""thu"": ""13:00-20:30"", ""fri"": ""13:00-21:30"", ""sat"": ""11:00-21:30""}",69.0
"{""open"": true, ""displayedHours"": ""10:30-21:30"", ""sun"": ""10:30-21:30"", ""mon"": ""10:30-21:30"", ""tue"": ""10:30-21:30"", ""wed"": ""10:30-21:30"", ""thu"": ""10:30-21:30"", ""fri"": ""10:30-21:30"", ""sat"": ""10:30-21:30""}",88.0
"{""open"": true, ""displayedHours"": ""11:00-21:00"", ""sun"": ""11:00-21:00"", ""mon"": ""11:00-21:00"", ""tue"": ""11:00-21:00"", ""wed"": ""11:00-21:00"", ""thu"": ""11:00-21:00"", ""fri"": ""11:00-21:00"", ""sat"": ""11:00-21:00""}",80.0
"{""displayedHours"": ""Closed"", ""sun"": ""12:00-18:00"", ""mon"": ""12:00-18:00"", ""tue"": ""12:00-18:00"", ""wed"": ""12:00-18:00"", ""thu"": ""12:00-18:00"", ""fri"": ""12:00-18:00"", ""sat"": ""12:00-18:00""}",42.0
"{""open"": true, ""displayedHours"": ""12:00-21:30"", ""sun"": ""12:00-21:30"", ""mon"": ""12:00-21:30"", ""tue"": ""12:00-21:30"", ""wed"": ""12:00-21:30"", ""thu"": ""12:00-21:30"", ""fri"": ""12:00-21:30"", ""sat"": ""12:00-21:30""}",76.0
"{""displayedHours"": ""Closed"", ""sun"": ""Closed"", ""mon"": ""10:00-17:00"", ""tue"": ""10:00-17:00"", ""wed"": ""10:00-17:00"", ""thu"": ""10:00-17:00"", ""fri"": ""10:00-17:00"", ""sat"": ""Closed""}",35.0
"{""displayedHours"": ""Closed"", ""sun"": ""11:00-20:30"", ""mon"": ""11:00-20:30"", ""tue"": ""11:00-20:30"", ""wed"": ""11:00-20:30"", ""thu"": ""11:00-20:30"", ""fri"": ""11:00-20:30"", ""sat"": ""11:00-20:30""}",66.5
"{""open"": true, ""displayedHours"": ""11:30-22:15"", ""sun"": ""11:30-22:15"", ""mon"": ""11:30-22:15"", ""tue"": ""11:30-22:15"", ""wed"": ""11:30-22:15"", ""thu"": ""11:30-22:15"", ""fri"": ""11:30-22:15"", ""sat"": ""11:30-22:15""}",86.0
"{""open"": true, ""displayedHours"": ""00:00-01:59 06:00-23:59"", ""sun"": ""00:00-01:59 06:00-23:59"", ""mon"": ""00:00-00:59 06:00-23:59"", ""tue"": ""00:00-00:59 06:00-23:59"", ""wed"": ""00:00-00:59 06:00-23:59"", ""thu"": ""00:00-00:59 06:00-23:59"", ""fri"": ""00:00-00:59 06:00-23:59"", ""sat"": ""00:00-01:59 06:00-23:59""}",154.73333333333335
"{""open"": true, ""displayedHours"": ""00:00-23:59"", ""sun"": ""00:00-23:59"", ""mon"": ""00:00-23:59"", ""tue"": ""00:00-23:59"", ""wed"": ""00:00-23:59"", ""thu"": ""00:00-23:59"", ""fri"": ""00:00-23:59"", ""sat"": ""00:00-23:59""}",191.86666666666667
"{""open"": true, ""displayedHours"": ""11:00-22:00"", ""sun"": ""11:00-22:00"", ""mon"": ""11:00-22:00"", ""tue"": ""11:00-22:00"", ""wed"": ""11:00-22:00"", ""thu"": ""11:00-22:00"", ""fri"": ""11:00-22:00"", ""sat"": ""11:00-22:00""}",88.0
"{""displayedHours"": ""Closed"", ""sun"": ""11:30-21:30"", ""mon"": ""11:30-21:30"", ""tue"": ""11:30-21:30"", ""wed"": ""11:30-21:30"", ""thu"": ""11:30-21:30"", ""fri"": ""11:30-21:30"", ""sat"": ""11:30-21:30"", ""tempClosed"": true}",70.0
"{""displayedHours"": ""Closed"", ""sun"": ""Closed"", ""mon"": ""10:00-10:01"", ""tue"": ""Closed"", ""wed"": ""Closed"", ""thu"": ""Closed"", ""fri"": ""Closed"", ""sat"": ""Closed"", ""tempClosed"": true}",0.016666666666666666
"{""displayedHours"": ""Closed"", ""sun"": ""11:30-22:00"", ""mon"": ""11:30-22:00"", ""tue"": ""11:30-22:00"", ""wed"": ""11:30-22:00"", ""thu"": ""11:30-22:00"", ""fri"": ""11:30-22:00"", ""sat"": ""11:30-22:00"", ""tempClosed"": true}",73.5
"{""displayedHours"": ""Closed"", ""sun"": ""11:00-21:00"", ""mon"": ""11:00-21:00"", ""tue"": ""11:00-21:00"", ""wed"": ""11:00-21:00"", ""thu"": ""11:00-21:00"", ""fri"": ""11:00-21:00"", ""sat"": ""11:00-21:00"", ""tempClosed"": true}",70.0
"{""displayedHours"": ""Closed"", ""sun"": ""Closed"", ""mon"": ""Closed"", ""tue"": ""Closed"", ""wed"": ""Closed"", ""thu"": ""Closed"", ""fri"": ""08:00-17:30"", ""sat"": ""Closed"", ""tempClosed"": true}",9.5
"{""open"": true, ""displayedHours"": ""11:00-21:30"", ""sun"": ""11:00-21:30"", ""mon"": ""11:00-21:00"", ""tue"": ""11:00-21:00"", ""wed"": ""11:00-21:00"", ""thu"": ""11:00-21:00"", ""fri"": ""11:00-21:00"", ""sat"": ""11:00-21:30""}",81.5
"{""open"": true, ""displayedHours"": ""11:00-21:00"", ""sun"": ""11:00-21:00"", ""mon"": ""11:00-21:00"", ""tue"": ""11:00-21:00"", ""wed"": ""11:00-21:00"", ""thu"": ""11:00-21:00"", ""fri"": ""11:00-21:00"", ""sat"": ""11:00-21:00""}",80.0
"{""open"": true, ""displayedHours"": ""11:00-22:00"", ""sun"": ""11:00-22:00"", ""mon"": ""11:00-22:00"", ""tue"": ""11:00-22:00"", ""wed"": ""11:00-22:00"", ""thu"": ""11:00-22:00"", ""fri"": ""11:00-22:00"", ""sat"": ""11:00-22:00""}",88.0
"{""open"": true, ""displayedHours"": ""11:00-21:45"", ""sun"": ""10:30-21:15"", ""mon"": ""11:00-21:45"", ""tue"": ""11:00-21:45"", ""wed"": ""11:00-21:45"", ""thu"": ""11:00-21:45"", ""fri"": ""11:00-21:45"", ""sat"": ""11:00-21:45""}",86.0
"{""displayedHours"": ""Closed"", ""sun"": ""10:00-19:30"", ""mon"": ""10:00-19:30"", ""tue"": ""10:00-19:30"", ""wed"": ""10:00-19:30"", ""thu"": ""10:00-19:30"", ""fri"": ""10:00-19:30"", ""sat"": ""10:00-19:30""}",66.5
"{""displayedHours"": ""Closed"", ""sun"": ""10:00-21:15"", ""mon"": ""10:00-21:15"", ""tue"": ""10:00-21:15"", ""wed"": ""10:00-21:15"", ""thu"": ""10:00-21:15"", ""fri"": ""10:00-21:15"", ""sat"": ""10:00-21:15""}",78.75
"{""open"": true, ""displayedHours"": ""11:00-21:45"", ""sun"": ""11:00-21:45"", ""mon"": ""15:00-21:45"", ""tue"": ""15:00-21:45"", ""wed"": ""Closed"", ""thu"": ""15:00-21:45"", ""fri"": ""15:00-21:45"", ""sat"": ""11:00-21:45""}",59.25
"{""displayedHours"": ""Closed"", ""sun"": ""11:00-19:00"", ""mon"": ""11:00-19:00"", ""tue"": ""11:00-19:00"", ""wed"": ""11:00-19:00"", ""thu"": ""11:00-19:00"", ""fri"": ""11:00-19:00"", ""sat"": ""11:00-19:00""}",56.0
"{""open"": true, ""displayedHours"": ""10:00-22:00"", ""sun"": ""10:00-22:00"", ""mon"": ""10:00-22:00"", ""tue"": ""10:00-22:00"", ""wed"": ""10:00-22:00"", ""thu"": ""10:00-22:00"", ""fri"": ""10:00-22:00"", ""sat"": ""10:00-22:00""}",96.0
"{""open"": true, ""displayedHours"": ""11:00-21:30"", ""sun"": ""11:00-21:30"", ""mon"": ""11:00-21:30"", ""tue"": ""11:00-21:30"", ""wed"": ""11:00-21:30"", ""thu"": ""11:00-21:30"", ""fri"": ""11:00-21:30"", ""sat"": ""11:00-21:30""}",84.0
"{""displayedHours"": ""Closed"", ""sun"": ""09:30-20:00"", ""mon"": ""09:30-20:00"", ""tue"": ""09:30-20:00"", ""wed"": ""09:30-20:00"", ""thu"": ""09:30-20:00"", ""fri"": ""09:30-20:00"", ""sat"": ""09:30-20:00""}",73.5
"{""displayedHours"": ""Closed"", ""sun"": ""Closed"", ""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""tempClosed"": true}",48.0
"{""open"": true, ""displayedHours"": ""00:00-02:00 12:00-23:59"", ""sun"": ""00:00-03:00 12:00-23:59"", ""mon"": ""00:00-02:00 17:30-23:59"", ""tue"": ""00:00-02:00 12:00-23:59"", ""wed"": ""00:00-02:00 12:00-23:59"", ""thu"": ""00:00-02:00 12:00-23:59"", ""fri"": ""00:00-02:00 12:00-23:59"", ""sat"": ""00:00-02:00 12:00-23:59""}",107.36666666666667
"{""open"": true, ""displayedHours"": ""00:00-23:59"", ""sun"": ""00:00-23:59"", ""mon"": ""00:00-23:59"", ""tue"": ""00:00-23:59"", ""wed"": ""00:00-23:59"", ""thu"": ""00:00-23:59"", ""fri"": ""00:00-23:59"", ""sat"": ""00:00-23:59""}",191.86666666666667
"{""displayedHours"": ""Closed"", ""sun"": ""10:30-21:00"", ""mon"": ""10:30-21:00"", ""tue"": ""10:30-21:00"", ""wed"": ""10:30-21:00"", ""thu"": ""10:30-21:00"", ""fri"": ""10:30-21:00"", ""sat"": ""10:30-21:00"", ""tempClosed"": true}",73.5
"{""displayedHours"": ""Closed"", ""sun"": ""09:00-20:00"", ""mon"": ""08:30-20:30"", ""tue"": ""08:30-20:30"", ""wed"": ""08:30-20:30"", ""thu"": ""08:30-20:30"", ""fri"": ""08:30-20:30"", ""sat"": ""09:00-20:00""}",82.0
"{""displayedHours"": ""Closed"", ""sun"": ""Closed"", ""mon"": ""11:30-14:30 17:30-21:00"", ""tue"": ""11:30-15:00 17:30-21:30"", ""wed"": ""11:30-15:00 17:30-21:30"", ""thu"": ""11:30-15:00 17:30-21:30"", ""fri"": ""11:30-15:00 17:30-21:30"", ""sat"": ""11:30-15:00 17:30-21:30""}",44.0
"{""displayedHours"": ""Closed"", ""sun"": ""Closed"", ""mon"": ""10:01-19:25"", ""tue"": ""10:01-19:25"", ""wed"": ""10:01-19:25"", ""thu"": ""10:01-19:25"", ""fri"": ""10:01-19:25"", ""sat"": ""Closed""}",47.0
"{""displayedHours"": ""Closed"", ""sun"": ""Closed"", ""mon"": ""Closed"", ""tue"": ""Closed"", ""wed"": ""09:00-17:00"", ""thu"": ""09:00-17:00"", ""fri"": ""09:00-17:00"", ""sat"": ""09:00-17:00"", ""tempClosed"": true}",32.0
"{""open"": true, ""displayedHours"": ""12:00-22:30"", ""sun"": ""12:00-22:30"", ""mon"": ""12:00-22:30"", ""tue"": ""12:00-22:30"", ""wed"": ""12:00-22:30"", ""thu"": ""12:00-22:30"", ""fri"": ""12:00-22:30"", ""sat"": ""12:00-22:30""}",84.0
"{""displayedHours"": ""Closed"", ""sun"": ""11:00-21:00"", ""mon"": ""11:00-21:00"", ""tue"": ""11:00-21:00"", ""wed"": ""11:00-21:00"", ""thu"": ""11:00-21:00"", ""fri"": ""11:00-21:00"", ""sat"": ""11:00-21:00"", ""tempClosed"": true}",70.0
"{""displayedHours"": ""Closed"", ""sun"": ""Closed"", ""mon"": ""11:00-17:00"", ""tue"": ""11:00-17:00"", ""wed"": ""11:00-17:00"", ""thu"": ""11:00-17:00"", ""fri"": ""11:00-17:00"", ""sat"": ""11:00-17:00"", ""tempClosed"": true}",36.0
"{""displayedHours"": ""Closed"", ""sun"": ""09:00-16:30"", ""mon"": ""09:00-16:30"", ""tue"": ""09:00-16:30"", ""wed"": ""09:00-16:30"", ""thu"": ""09:00-16:30"", ""fri"": ""09:00-16:30"", ""sat"": ""Closed""}",45.0
"{""displayedHours"": ""Closed"", ""sun"": ""08:00-20:00"", ""mon"": ""08:00-20:00"", ""tue"": ""08:00-20:00"", ""wed"": ""08:00-20:00"", ""thu"": ""08:00-20:00"", ""fri"": ""08:00-20:00"", ""sat"": ""Closed""}",72.0
